Drink,ABV,Austria,Belgium,Bulgaria,Cyprus,Czech Republic,Germany,Denmark,Estonia,Greece,Spain,Finland,France,Croatia,Hungary,Ireland,Italy,Lithuania,Luxembourg,Latvia,Malta,Netherlands,Poland,Portugal,Romania,Sweden,Slovenia,Slovakia,UK,Albania,Andorra,Armenia,Azerbaijan,Belarus,Bosnia and Herzegovina,Georgia,Iceland,Israel,Kazakhstan,Kyrgyzstan,Monaco,Montenegro,Norway,Moldova,Russian Federation,San Marino,Serbia,Switzerland,Tajikistan,The Former Yugoslav Republic of Macedonia,Turkey,Turkmenistan,Ukraine,Uzbekistan
Beer,0.01,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0,0.112394105,0.059131223,0.145744995,0.148136664,0,0.133325825,0.195769473,0.028285626,0.316601425,0.023622379,0.137586865,0.137535081,0.178857835,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.676973957,5.282074483,0.757194354,0.363773405,0.001593139,0,0,0.4540283,0.957492825,0.059131223,0.175079055,0.423356812,0.331401727,1.106126514,0.135816422,0.734885148,0.175688367,2.219747831,0.260064503,1.181590783,3.55027383,0.435823838,0.72718483
Beer,0.011,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0,0.112394105,0.059131223,0.145744995,0.148136664,0,0.133325825,0.195769473,0.028285626,0.287819477,0.023622379,0.125078968,0.137535081,0.162598032,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.61543087,4.801885893,0.688358504,0.330703095,0.001593139,0,0,0.412753,0.870448023,0.059131223,0.175079055,0.384869829,0.301274297,1.005569558,0.135816422,0.668077407,0.159716698,2.017952574,0.260064503,1.181590783,3.227521663,0.396203489,0.661077118
Beer,0.012,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0,0.112394105,0.059131223,0.145744995,0.148136664,0,0.133325825,0.195769473,0.028285626,0.263834521,0.023622379,0.114655721,0.137535081,0.149048196,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.564144964,4.401728736,0.630995295,0.303144504,0.001593139,0,0,0.378356916,0.797910688,0.059131223,0.175079055,0.352797343,0.276168106,0.921772095,0.135816422,0.61240429,0.146406973,1.849789859,0.260064503,1.181590783,2.958561525,0.363186531,0.605987358
Beer,0.013,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.040855489,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.243539558,0.023622379,0.10583605,0.137535081,0.172226139,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.520749197,4.063134218,0.582457195,0.279825696,0.001593139,0,0,0.349252538,0.736532943,0.059131223,0.175079055,0.325659086,0.254924405,0.850866549,0.135816422,0.565296268,0.135144898,1.707498332,0.260064503,1.181590783,2.730979869,0.335249106,0.559372946
Beer,0.014,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.03793724,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.226143875,0.023622379,0.098276332,0.137535081,0.159924272,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.483552826,3.772910345,0.54085311,0.259838146,0.001593139,0,0,0.324305928,0.683923447,0.059131223,0.175079055,0.302397723,0.236715519,0.790090367,0.135816422,0.524917963,0.125491691,1.585534165,0.260064503,1.181590783,2.535909878,0.311302741,0.519417736
Beer,0.015,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.03540809,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.211067617,0.023622379,0.091724577,0.137535081,0.149262653,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.451315971,3.521382989,0.504796236,0.242515603,0.001593139,0,0,0.302685533,0.63832855,0.059131223,0.175079055,0.282237874,0.220934484,0.737417676,0.135816422,0.489923432,0.117125578,1.479831888,0.260064503,1.181590783,2.36684922,0.290549225,0.484789886
Beer,0.016,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.033195085,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.197875891,0.023622379,0.085991791,0.137535081,0.139933738,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.423108723,3.301296552,0.473246471,0.227358378,0.001593139,0,0,0.283767687,0.598433016,0.059131223,0.175079055,0.264598007,0.207126079,0.691329071,0.135816422,0.459303217,0.10980523,1.387342395,0.260064503,1.181590783,2.218921144,0.272389899,0.454490519
Beer,0.017,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.031242433,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.186236132,0.023622379,0.08093345,0.137535081,0.131702341,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.398219974,3.107102637,0.445408443,0.213984356,0.001593139,0,0,0.26707547,0.563231074,0.059131223,0.175079055,0.249033419,0.194942192,0.650662655,0.135816422,0.432285381,0.103346098,1.305734018,0.260064503,1.181590783,2.08839637,0.256366963,0.427755782
Beer,0.018,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.029506742,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.175889681,0.023622379,0.076437147,0.137535081,0.124385545,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.376096643,2.934485824,0.42066353,0.202096336,0.001593139,0,0,0.252237944,0.531940459,0.059131223,0.175079055,0.235198229,0.18411207,0.61451473,0.135816422,0.408269527,0.097604649,1.23319324,0.260064503,1.181590783,1.97237435,0.242124354,0.403991572
Beer,0.019,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.027953755,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.07241414,0.137535081,0.117838937,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.356302082,2.780039201,0.398523344,0.191459687,0.001593139,0,0,0.238962263,0.503943592,0.059131223,0.175079055,0.222819374,0.174421961,0.58217185,0.135816422,0.386781657,0.092467562,1.168288332,0.260064503,1.181590783,1.868565174,0.229380967,0.382728858
Beer,0.02,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.026556068,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.068793433,0.137535081,0.11194699,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.338486978,2.641037241,0.378597177,0.181886702,0.001593139,0,0.387183164,0.22701415,0.478746413,0.059131223,0.175079055,0.211678406,0.165700863,0.553063257,0.135816422,0.367442574,0.087844184,1.109873916,0.260064503,1.181590783,1.775136915,0.217911919,0.363592415
Beer,0.021,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.025291493,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.065517555,0.137535081,0.106616181,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.322368551,2.515273563,0.36056874,0.173225431,0.001593139,0,0.368745871,0.216203952,0.455948965,0.059131223,0.175079055,0.201598482,0.157810346,0.526726912,0.135816422,0.349945309,0.083661127,1.057022777,0.260064503,1.181590783,1.690606586,0.207535161,0.34627849
Beer,0.022,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.02414188,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.062539484,0.137535081,0.101769991,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.307715435,2.400942947,0.344179252,0.165351548,0.001593139,0,0.351984695,0.2063765,0.435224012,0.059131223,0.175079055,0.192434914,0.150637149,0.502784779,0.135816422,0.334038704,0.079858349,1.008976287,0.260064503,1.181590783,1.613760832,0.198101744,0.330538559
Beer,0.023,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.023092233,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.059820376,0.137535081,0.097345209,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.294336503,2.296554123,0.329214936,0.15816235,0.001593139,0.023447759,0.336681012,0.197403609,0.416301228,0.059131223,0.175079055,0.184068179,0.144087707,0.480924571,0.135816422,0.319515282,0.076386247,0.965107753,0.260064503,1.181590783,1.543597317,0.189488625,0.316167317
Beer,0.024,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.022130056,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.05732786,0.137535081,0.093289158,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.282072482,2.200864368,0.315497647,0.151572252,0.001593139,0.067412307,0.322652637,0.189178458,0.398955344,0.059131223,0.175079055,0.176398671,0.138084053,0.460886048,0.135816422,0.306202145,0.073203486,0.92489493,0.260064503,1.181590783,1.479280762,0.181593266,0.302993679
Beer,0.025,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.021244854,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.055034746,0.137535081,0.089557592,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.270789583,2.112829793,0.302877742,0.145509362,0.001593139,0.107859691,0.309746531,0.18161132,0.38299713,0.059131223,0.175079055,0.169342725,0.132560691,0.442450606,0.135816422,0.293954059,0.070275347,0.887899133,0.260064503,1.181590783,1.420109532,0.174329535,0.290873932
Beer,0.026,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.020427744,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.052918025,0.137535081,0.086113069,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.260374599,2.031567109,0.291228598,0.139912848,0.001593139,0.145195738,0.297833203,0.174626269,0.368266471,0.059131223,0.175079055,0.162829543,0.127462203,0.425433275,0.135816422,0.282648134,0.067572449,0.853749166,0.260064503,1.181590783,1.365489935,0.167624553,0.279686473
Beer,0.027,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.019671161,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.050958098,0.137535081,0.082923696,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.250731095,1.956323883,0.280442353,0.134730891,0.001593139,0.179766152,0.286802344,0.16815863,0.354626972,0.059131223,0.175079055,0.156798819,0.12274138,0.409676487,0.135816422,0.272179684,0.065069766,0.822128826,0.260064503,1.181590783,1.314916233,0.161416236,0.269327715
Beer,0.028,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0,0.390078312,0.265282352,0.01896862,0.112394105,0.059131223,0.145744995,0.148136664,0.175987871,0.133325825,0.195769473,0.028285626,0.172231175,0.023622379,0.158544321,0.137535081,0.079962136,0.061782607,0,0.255881256,0.092192509,0.149918055,0.200553153,0,0.241776413,1.886455172,0.270426555,0.129919073,0.001593139,0.21186725,0.276559403,0.162152964,0.341961723,0.059131223,0.175079055,0.568222269,0.11835776,0.395045184,0.135816422,0.262458981,0.062745845,0.792767083,0.260064503,1.181590783,1.267954939,0.155651371,0.259708868
Beer,0.029,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.04981552,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.153077275,0.137535081,0.123498133,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.233439295,1.821404994,0.261101501,0.125439105,0.001593139,0.24175448,0.267022872,0.156561483,0.33016994,0.118262445,0.175079055,0.548628398,0.114276457,0.381422936,0.135816422,0.253408672,0.060582196,0.765430287,0.260064503,1.181590783,1.224232355,0.150284082,0.25075339
Beer,0.03,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.048155003,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.147974699,0.137535081,0.119381528,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.225657986,1.760691494,0.252398118,0.121257802,0.001593139,0.269649227,0.25812211,0.151342767,0.319164275,0.118262445,0.175079055,0.530340785,0.110467242,0.368708838,0.135816422,0.244961716,0.058562789,0.739915944,0.260064503,1.181590783,1.18342461,0.145274613,0.242394943
Beer,0.031,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.046601616,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.143201322,0.137535081,0.115530511,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.218378696,1.703894994,0.244256243,0.11734626,0.001593139,0.295744314,0.24979559,0.146460742,0.308868653,0.118262445,0.175079055,0.513233017,0.106903783,0.356815005,0.135816422,0.237059725,0.056673667,0.716047688,0.260064503,1.181590783,1.145249622,0.140588335,0.234575752
Beer,0.032,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.045145315,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.138726281,0.137535081,0.111920183,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.211554361,1.650648276,0.236623236,0.113679189,0.001593139,0.320208457,0.241989478,0.141883844,0.299216508,0.118262445,0.175079055,0.497194486,0.10356304,0.345664536,0.135816422,0.229651609,0.054902615,0.693671197,0.260064503,1.181590783,1.109460572,0.136194949,0.227245259
Beer,0.033,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.043777275,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.134522454,0.137535081,0.108528662,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.205143623,1.600628631,0.229452835,0.110234365,0.001593139,0.343189926,0.234656463,0.137584333,0.290149341,0.118262445,0.175079055,0.482127986,0.100424766,0.335189853,0.135816422,0.222692469,0.053238899,0.672650858,0.260064503,1.181590783,1.075840554,0.13206783,0.220359039
Beer,0.034,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.042489708,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.130565911,0.137535081,0.105336643,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.199109987,1.553551318,0.222704222,0.106992178,0.001593139,0.364819543,0.227754803,0.133537735,0.281615537,0.118262445,0.175079055,0.467947751,0.097471096,0.325331328,0.135816422,0.216142691,0.051673049,0.652867009,0.260064503,1.181590783,1.044198185,0.128183482,0.213877891
Beer,0.035,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.041275717,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.126835457,0.137535081,0.102327024,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.19342113,1.509164138,0.216341244,0.103935259,0.001593139,0.385213182,0.221247522,0.129722371,0.273569379,0.118262445,0.175079055,0.454577815,0.094686208,0.316036147,0.135816422,0.209967185,0.050196676,0.634213666,0.260064503,1.181590783,1.014363951,0.124521096,0.207767094
Beer,0.036,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.040129169,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.12331225,0.137535081,0.099484607,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.188048321,1.467242912,0.210331765,0.101048168,0.001593139,0.404473841,0.215101758,0.126118972,0.265970229,0.118262445,0.175079055,0.441950654,0.092056035,0.307257365,0.135816422,0.204134763,0.048802324,0.61659662,0.260064503,1.181590783,0.986187175,0.121062177,0.201995786
Beer,0.037,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.039044597,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.119979486,0.137535081,0.096795834,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.182965934,1.427587698,0.204647123,0.098317136,0.001593139,0.422693383,0.209288197,0.122710351,0.258781845,0.118262445,0.175079055,0.430006042,0.089568034,0.298953112,0.135816422,0.198617608,0.047483343,0.599931846,0.260064503,1.181590783,0.959533467,0.117790226,0.19653644
Beer,0.038,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.038017107,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.116822131,0.137535081,0.094248575,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.178151041,1.390019601,0.199261672,0.095729843,0.001593139,0.439954002,0.203780613,0.119481131,0.251971796,0.118262445,0.175079055,0.725313215,0.087210981,0.291085925,0.135816422,0.193390828,0.046233781,0.584144166,0.260064503,1.181590783,0.934282587,0.114690484,0.191364429
Beer,0.039,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.03704231,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.113826692,0.137535081,0.091831945,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.173583066,1.354378073,0.194152398,0.093275232,0.001593139,0.456329462,0.198555469,0.116417513,0.245510981,0.118262445,0.175079055,0.70671544,0.084974802,0.283622183,0.135816422,0.188432089,0.045048299,0.569166111,0.260064503,1.181590783,0.910326623,0.111749702,0.186457649
Beer,0.04,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.036116252,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.110981025,0.137535081,0.089536146,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.169243489,1.320518621,0.189298588,0.090943351,0.001593139,0.471886148,0.193591582,0.113507075,0.239373206,0.118262445,0.175079055,0.689047554,0.082850432,0.276531629,0.135816422,0.183721287,0.043922092,0.554936958,0.260064503,1.181590783,0.887568457,0.108955959,0.181796207
Beer,0.041,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.035235368,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.10827417,0.137535081,0.087352338,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.165115599,1.288310849,0.18468155,0.088725221,0.001593139,0.486683971,0.188869836,0.11073861,0.233534835,0.118262445,0.175079055,0.672241516,0.080829689,0.269786955,0.135816422,0.17924028,0.064276232,0.54140191,0.260064503,1.181590783,0.865920446,0.106298497,0.177362154
Beer,0.042,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.034396431,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.105696214,0.137535081,0.08527252,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.161184275,1.257636782,0.18028437,0.086612715,0.001593139,0.500777136,0.184372935,0.108101976,0.227974482,0.118262445,0.175079055,0.656235766,0.078905173,0.263363456,0.135816422,0.174972654,0.062745845,0.528511388,0.260064503,1.181590783,0.845303293,0.10376758,0.173139245
Beer,0.043,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.033596514,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.103238162,0.137535081,0.083289438,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.157435804,1.228389415,0.17609171,0.084598466,0.001593139,0.514214806,0.180085193,0.105587977,0.22267275,0.118262445,0.175079055,0.640974469,0.077070169,0.257238724,0.135816422,0.170903523,0.06128664,0.516220426,0.260064503,1.181590783,0.825645077,0.101354381,0.169112751
Beer,0.044,0.079284913,0.079187136,0.069459514,0.117413926,0.07751728,0.03206404,0.09828931,0.390078312,0.265282352,0.043718749,0.499451304,0.118262445,0.145744995,0.148136664,0.352131899,0.133325825,0.195769473,0.028285626,0.172231175,0.10131376,0.100891841,0.137535081,0.081396497,0.061782607,0.281928136,0.255881256,0.092192509,0.339719298,0.200553153,0,0.153857717,1.200471473,0.172089626,0.082675774,0.001593139,0.527041671,0.175992347,0.10318825,0.217612006,0.118262445,0.175079055,0.626406867,0.075318574,0.25139239,0.135816422,0.167019352,0.059893762,0.504488143,0.260064503,1.181590783,0.806880416,0.099050872,0.165269279
