"REF_DATE","GEO","DGUID","Age group","Sex","Cause of death (ICD-10)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2023","Canada","2016A000011124","10 to 14 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21032736","1.5.2.4530","0","","","","0"
"2023","Canada","2016A000011124","10 to 14 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21032739","1.5.2.4536","0","","","","0"
"2023","Canada","2016A000011124","10 to 14 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21032974","1.5.3.4508","0","","","","0"
"2023","Canada","2016A000011124","10 to 14 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21032989","1.5.3.4530","0","","","","0"
"2023","Canada","2016A000011124","10 to 14 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21032992","1.5.3.4536","0","","","","0"
"2023","Canada","2016A000011124","15 to 19 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21033480","1.6.2.4508","1","","","","0"
"2023","Canada","2016A000011124","15 to 19 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21033495","1.6.2.4530","0","","","","0"
"2023","Canada","2016A000011124","15 to 19 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21033498","1.6.2.4536","0","","","","0"
"2023","Canada","2016A000011124","15 to 19 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21033733","1.6.3.4508","0","","","","0"
"2023","Canada","2016A000011124","15 to 19 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21033748","1.6.3.4530","0","","","","0"
"2023","Canada","2016A000011124","15 to 19 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21033751","1.6.3.4536","0","","","","0"
"2023","Canada","2016A000011124","20 to 24 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21034239","1.7.2.4508","2","","","","0"
"2023","Canada","2016A000011124","20 to 24 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21034254","1.7.2.4530","0","","","","0"
"2023","Canada","2016A000011124","20 to 24 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21034257","1.7.2.4536","0","","","","0"
"2023","Canada","2016A000011124","20 to 24 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21034492","1.7.3.4508","3","","","","0"
"2023","Canada","2016A000011124","20 to 24 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21034507","1.7.3.4530","0","","","","0"
"2023","Canada","2016A000011124","20 to 24 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21034510","1.7.3.4536","0","","","","0"
"2023","Canada","2016A000011124","25 to 29 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21034998","1.8.2.4508","19","","","","0"
"2023","Canada","2016A000011124","25 to 29 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21035013","1.8.2.4530","0","","","","0"
"2023","Canada","2016A000011124","25 to 29 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21035016","1.8.2.4536","7","","","","0"
"2023","Canada","2016A000011124","25 to 29 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21035251","1.8.3.4508","10","","","","0"
"2023","Canada","2016A000011124","25 to 29 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21035266","1.8.3.4530","0","","","","0"
"2023","Canada","2016A000011124","25 to 29 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21035269","1.8.3.4536","1","","","","0"
"2023","Canada","2016A000011124","30 to 34 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21035757","1.9.2.4508","31","","","","0"
"2023","Canada","2016A000011124","30 to 34 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21035772","1.9.2.4530","0","","","","0"
"2023","Canada","2016A000011124","30 to 34 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21035775","1.9.2.4536","10","","","","0"
"2023","Canada","2016A000011124","30 to 34 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21036010","1.9.3.4508","21","","","","0"
"2023","Canada","2016A000011124","30 to 34 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21036025","1.9.3.4530","0","","","","0"
"2023","Canada","2016A000011124","30 to 34 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21036028","1.9.3.4536","8","","","","0"
"2023","Canada","2016A000011124","35 to 39 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21036516","1.10.2.4508","52","","","","0"
"2023","Canada","2016A000011124","35 to 39 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21036531","1.10.2.4530","0","","","","0"
"2023","Canada","2016A000011124","35 to 39 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21036534","1.10.2.4536","13","","","","0"
"2023","Canada","2016A000011124","35 to 39 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21036769","1.10.3.4508","38","","","","0"
"2023","Canada","2016A000011124","35 to 39 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21036784","1.10.3.4530","0","","","","0"
"2023","Canada","2016A000011124","35 to 39 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21036787","1.10.3.4536","4","","","","0"
"2023","Canada","2016A000011124","40 to 44 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21037275","1.11.2.4508","61","","","","0"
"2023","Canada","2016A000011124","40 to 44 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21037290","1.11.2.4530","0","","","","0"
"2023","Canada","2016A000011124","40 to 44 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21037293","1.11.2.4536","21","","","","0"
"2023","Canada","2016A000011124","40 to 44 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21037528","1.11.3.4508","39","","","","0"
"2023","Canada","2016A000011124","40 to 44 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21037543","1.11.3.4530","0","","","","0"
"2023","Canada","2016A000011124","40 to 44 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21037546","1.11.3.4536","18","","","","0"
"2023","Canada","2016A000011124","45 to 49 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21038034","1.12.2.4508","96","","","","0"
"2023","Canada","2016A000011124","45 to 49 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21038049","1.12.2.4530","0","","","","0"
"2023","Canada","2016A000011124","45 to 49 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21038052","1.12.2.4536","32","","","","0"
"2023","Canada","2016A000011124","45 to 49 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21038287","1.12.3.4508","63","","","","0"
"2023","Canada","2016A000011124","45 to 49 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21038302","1.12.3.4530","0","","","","0"
"2023","Canada","2016A000011124","45 to 49 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21038305","1.12.3.4536","22","","","","0"
"2023","Canada","2016A000011124","50 to 54 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21038793","1.13.2.4508","139","","","","0"
"2023","Canada","2016A000011124","50 to 54 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21038808","1.13.2.4530","0","","","","0"
"2023","Canada","2016A000011124","50 to 54 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21038811","1.13.2.4536","59","","","","0"
"2023","Canada","2016A000011124","50 to 54 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21039046","1.13.3.4508","66","","","","0"
"2023","Canada","2016A000011124","50 to 54 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21039061","1.13.3.4530","0","","","","0"
"2023","Canada","2016A000011124","50 to 54 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21039064","1.13.3.4536","28","","","","0"
"2023","Canada","2016A000011124","55 to 59 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21039552","1.14.2.4508","211","","","","0"
"2023","Canada","2016A000011124","55 to 59 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21039567","1.14.2.4530","0","","","","0"
"2023","Canada","2016A000011124","55 to 59 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21039570","1.14.2.4536","94","","","","0"
"2023","Canada","2016A000011124","55 to 59 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21039805","1.14.3.4508","103","","","","0"
"2023","Canada","2016A000011124","55 to 59 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21039820","1.14.3.4530","0","","","","0"
"2023","Canada","2016A000011124","55 to 59 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21039823","1.14.3.4536","71","","","","0"
"2023","Canada","2016A000011124","60 to 64 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21040311","1.15.2.4508","235","","","","0"
"2023","Canada","2016A000011124","60 to 64 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21040326","1.15.2.4530","0","","","","0"
"2023","Canada","2016A000011124","60 to 64 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21040329","1.15.2.4536","157","","","","0"
"2023","Canada","2016A000011124","60 to 64 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21040564","1.15.3.4508","123","","","","0"
"2023","Canada","2016A000011124","60 to 64 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21040579","1.15.3.4530","0","","","","0"
"2023","Canada","2016A000011124","60 to 64 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21040582","1.15.3.4536","96","","","","0"
"2023","Canada","2016A000011124","65 to 69 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21041070","1.16.2.4508","229","","","","0"
"2023","Canada","2016A000011124","65 to 69 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21041085","1.16.2.4530","0","","","","0"
"2023","Canada","2016A000011124","65 to 69 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21041088","1.16.2.4536","195","","","","0"
"2023","Canada","2016A000011124","65 to 69 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21041323","1.16.3.4508","96","","","","0"
"2023","Canada","2016A000011124","65 to 69 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21041338","1.16.3.4530","0","","","","0"
"2023","Canada","2016A000011124","65 to 69 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21041341","1.16.3.4536","143","","","","0"
"2023","Canada","2016A000011124","70 to 74 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21041829","1.17.2.4508","184","","","","0"
"2023","Canada","2016A000011124","70 to 74 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21041844","1.17.2.4530","1","","","","0"
"2023","Canada","2016A000011124","70 to 74 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21041847","1.17.2.4536","204","","","","0"
"2023","Canada","2016A000011124","70 to 74 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21042082","1.17.3.4508","83","","","","0"
"2023","Canada","2016A000011124","70 to 74 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21042097","1.17.3.4530","1","","","","0"
"2023","Canada","2016A000011124","70 to 74 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21042100","1.17.3.4536","172","","","","0"
"2023","Canada","2016A000011124","75 to 79 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21042588","1.18.2.4508","90","","","","0"
"2023","Canada","2016A000011124","75 to 79 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21042603","1.18.2.4530","0","","","","0"
"2023","Canada","2016A000011124","75 to 79 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21042606","1.18.2.4536","219","","","","0"
"2023","Canada","2016A000011124","75 to 79 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21042841","1.18.3.4508","25","","","","0"
"2023","Canada","2016A000011124","75 to 79 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21042856","1.18.3.4530","1","","","","0"
"2023","Canada","2016A000011124","75 to 79 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21042859","1.18.3.4536","155","","","","0"
"2023","Canada","2016A000011124","80 to 84 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21043347","1.19.2.4508","50","","","","0"
"2023","Canada","2016A000011124","80 to 84 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21043362","1.19.2.4530","0","","","","0"
"2023","Canada","2016A000011124","80 to 84 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21043365","1.19.2.4536","133","","","","0"
"2023","Canada","2016A000011124","80 to 84 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21043600","1.19.3.4508","11","","","","0"
"2023","Canada","2016A000011124","80 to 84 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21043615","1.19.3.4530","0","","","","0"
"2023","Canada","2016A000011124","80 to 84 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21043618","1.19.3.4536","109","","","","0"
"2023","Canada","2016A000011124","85 to 89 years","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21044106","1.20.2.4508","25","","","","0"
"2023","Canada","2016A000011124","85 to 89 years","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21044121","1.20.2.4530","0","","","","0"
"2023","Canada","2016A000011124","85 to 89 years","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21044124","1.20.2.4536","108","","","","0"
"2023","Canada","2016A000011124","85 to 89 years","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21044359","1.20.3.4508","7","","","","0"
"2023","Canada","2016A000011124","85 to 89 years","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21044374","1.20.3.4530","1","","","","0"
"2023","Canada","2016A000011124","85 to 89 years","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21044377","1.20.3.4536","75","","","","0"
"2023","Canada","2016A000011124","90 years and over","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21044865","1.21.2.4508","6","","","","0"
"2023","Canada","2016A000011124","90 years and over","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21044880","1.21.2.4530","0","","","","0"
"2023","Canada","2016A000011124","90 years and over","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21044883","1.21.2.4536","42","","","","0"
"2023","Canada","2016A000011124","90 years and over","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21045118","1.21.3.4508","2","","","","0"
"2023","Canada","2016A000011124","90 years and over","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21045133","1.21.3.4530","0","","","","0"
"2023","Canada","2016A000011124","90 years and over","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21045136","1.21.3.4536","53","","","","0"
"2023","Canada","2016A000011124","Age, not stated","Males","Alcoholic liver disease [K70]","Number","223","units","0","v21045624","1.22.2.4508","0","","","","0"
"2023","Canada","2016A000011124","Age, not stated","Males","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21045639","1.22.2.4530","0","","","","0"
"2023","Canada","2016A000011124","Age, not stated","Males","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21045642","1.22.2.4536","0","","","","0"
"2023","Canada","2016A000011124","Age, not stated","Females","Alcoholic liver disease [K70]","Number","223","units","0","v21045877","1.22.3.4508","0","","","","0"
"2023","Canada","2016A000011124","Age, not stated","Females","Chronic hepatitis, not elsewhere classified [K73]","Number","223","units","0","v21045892","1.22.3.4530","0","","","","0"
"2023","Canada","2016A000011124","Age, not stated","Females","Fibrosis and cirrhosis of liver [K74]","Number","223","units","0","v21045895","1.22.3.4536","0","","","","0"


